"","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3","DateTime"
"67747",2.902,0.5,238.04,12.2,0,1,18,2007-02-01 18:30:00
"67748",2.728,0.268,238.6,11.4,0,2,17,2007-02-01 18:31:00
"67749",2.524,0.202,238.13,10.6,0,1,17,2007-02-01 18:32:00
"67750",2.51,0.204,238.32,10.4,0,1,18,2007-02-01 18:33:00
"67751",2.748,0.194,237.02,11.6,0,2,17,2007-02-01 18:34:00
"67752",2.784,0.194,237.29,11.6,0,1,17,2007-02-01 18:35:00
"67753",2.568,0.16,237.14,10.8,0,1,18,2007-02-01 18:36:00
"67754",2.338,0.1,237.78,9.8,0,2,17,2007-02-01 18:37:00
"67755",2.444,0.094,237.63,10.2,0,1,17,2007-02-01 18:38:00
"67756",2.516,0.1,237.56,10.6,0,1,18,2007-02-01 18:39:00
"67757",2.782,0.088,235.63,11.8,0,1,17,2007-02-01 18:40:00
"67758",2.594,0.086,236.21,11,0,1,17,2007-02-01 18:41:00
"67759",2.574,0.09,236.49,10.8,0,2,17,2007-02-01 18:42:00
"67760",3.218,0.232,236.62,14,0,1,17,2007-02-01 18:43:00
"67761",3.414,0.356,235.94,15,0,1,17,2007-02-01 18:44:00
"67762",2.664,0.214,235.87,11.2,0,1,17,2007-02-01 18:45:00
"67763",2.668,0.214,236.12,11.2,0,1,17,2007-02-01 18:46:00
"67764",2.606,0.218,236.49,11,0,2,17,2007-02-01 18:47:00
"67765",2.406,0.22,236.47,10.2,0,1,18,2007-02-01 18:48:00
"67766",2.352,0.224,236.51,10,0,1,17,2007-02-01 18:49:00
"67767",2.71,0.25,236.12,11.4,0,1,17,2007-02-01 18:50:00
"67768",3,0.252,236.35,12.6,0,1,17,2007-02-01 18:51:00
"67769",3.016,0.254,237.02,12.6,0,1,17,2007-02-01 18:52:00
"67770",3.006,0.254,237.07,12.6,0,2,17,2007-02-01 18:53:00
"67771",2.976,0.23,236.49,12.6,0,1,18,2007-02-01 18:54:00
"67772",2.93,0.134,236.44,12.4,0,0,17,2007-02-01 18:55:00
"67773",2.938,0.134,236.74,12.4,0,0,17,2007-02-01 18:56:00
"67774",2.972,0.172,236.41,12.6,0,0,17,2007-02-01 18:57:00
"67775",2.996,0.232,236.35,12.6,0,0,17,2007-02-01 18:58:00
"67776",3.008,0.236,236.96,12.6,0,0,17,2007-02-01 18:59:00
"67777",3.228,0.282,236.67,13.6,0,0,18,2007-02-01 19:00:00
"67778",3.306,0.43,236.58,14,0,0,17,2007-02-01 19:01:00
"67779",3.196,0.414,236.51,13.6,0,0,17,2007-02-01 19:02:00
"67780",3.088,0.272,236.64,13,0,0,17,2007-02-01 19:03:00
"67781",2.996,0.106,237.04,12.6,0,0,17,2007-02-01 19:04:00
"67782",3.066,0.11,237.7,12.8,0,0,18,2007-02-01 19:05:00
"67783",2.93,0.11,237.6,12.2,0,0,17,2007-02-01 19:06:00
"67784",2.926,0.11,237.5,12.2,0,0,17,2007-02-01 19:07:00
"67785",2.942,0.112,238.25,12.2,0,0,18,2007-02-01 19:08:00
"67786",2.92,0.108,237.32,12.2,0,0,17,2007-02-01 19:09:00
"67787",2.916,0.106,237.04,12.2,0,0,17,2007-02-01 19:10:00
"67788",2.914,0.106,236.97,12.2,0,0,17,2007-02-01 19:11:00
"67789",2.91,0.106,237.1,12.2,0,0,18,2007-02-01 19:12:00
"67790",2.926,0.108,238.03,12.2,0,0,17,2007-02-01 19:13:00
"67791",2.866,0,237.67,12,0,0,17,2007-02-01 19:14:00
"67792",2.852,0,237.41,12,0,0,18,2007-02-01 19:15:00
"67793",2.852,0,237.58,12,0,0,17,2007-02-01 19:16:00
"67794",2.824,0,236.08,11.8,0,0,17,2007-02-01 19:17:00
"67795",2.822,0,236.16,11.8,0,0,17,2007-02-01 19:18:00
"67796",2.83,0,236.28,12,0,0,17,2007-02-01 19:19:00
"67797",2.854,0,236.78,12,0,0,17,2007-02-01 19:20:00
"67798",2.834,0,236.32,12,0,0,17,2007-02-01 19:21:00
"67799",2.826,0,236.02,12,0,0,18,2007-02-01 19:22:00
"67800",2.828,0,236.12,12,0,0,17,2007-02-01 19:23:00
"67801",2.83,0,234.71,12,0,0,17,2007-02-01 19:24:00
"67802",2.902,0.124,234.49,12.4,0,0,16,2007-02-01 19:25:00
"67803",2.922,0.128,235.7,12.4,0,0,17,2007-02-01 19:26:00
"67804",2.91,0.128,235.62,12.2,0,0,17,2007-02-01 19:27:00
"67805",2.902,0.126,235.12,12.2,0,0,17,2007-02-01 19:28:00
"67806",2.898,0.124,234.59,12.2,0,0,17,2007-02-01 19:29:00
"67807",2.912,0.126,235.26,12.4,0,0,17,2007-02-01 19:30:00
"67808",2.892,0.124,234.57,12.2,0,0,17,2007-02-01 19:31:00
"67809",2.882,0.124,234.39,12.2,0,0,17,2007-02-01 19:32:00
"67810",2.898,0.128,235.2,12.2,0,0,17,2007-02-01 19:33:00
"67811",2.904,0.13,235.45,12.2,0,0,17,2007-02-01 19:34:00
"67812",3.04,0.122,233.89,13,0,0,17,2007-02-01 19:35:00
"67813",3.036,0.12,233.56,13,0,0,17,2007-02-01 19:36:00
"67814",3.214,0.198,234.26,14,0,0,16,2007-02-01 19:37:00
"67815",4.48,0.372,233.96,19.4,0,0,17,2007-02-01 19:38:00
"67816",4.458,0.346,234.63,19.2,0,0,17,2007-02-01 19:39:00
"67817",3.834,0.354,235.64,16.6,0,0,17,2007-02-01 19:40:00
"67818",2.672,0.166,237.57,11.2,0,0,17,2007-02-01 19:41:00
"67819",2.618,0.1,237.12,11,0,0,18,2007-02-01 19:42:00
"67820",3.602,0.254,236.55,15.6,0,0,17,2007-02-01 19:43:00
"67821",3.042,0.144,236.09,13.2,0,0,17,2007-02-01 19:44:00
"67822",2.672,0.176,235.89,11.4,0,0,17,2007-02-01 19:45:00
"67823",2.662,0.19,235.63,11.2,0,0,17,2007-02-01 19:46:00
"67824",3.02,0.25,234.99,13.2,0,0,17,2007-02-01 19:47:00
"67825",3.824,0.354,234.7,16.6,0,0,17,2007-02-01 19:48:00
"67826",2.8,0.248,235.99,11.8,0,0,17,2007-02-01 19:49:00
"67827",2.662,0.186,235.27,11.2,0,0,17,2007-02-01 19:50:00
"67828",2.658,0.186,235.14,11.2,0,0,17,2007-02-01 19:51:00
"67829",2.648,0.184,234.82,11.2,0,0,17,2007-02-01 19:52:00
"67830",2.658,0.186,235.67,11.2,0,0,17,2007-02-01 19:53:00
"67831",2.664,0.188,236.02,11.2,0,0,17,2007-02-01 19:54:00
"67832",2.676,0.19,236.55,11.2,0,0,17,2007-02-01 19:55:00
"67833",2.67,0.188,236.34,11.2,0,0,17,2007-02-01 19:56:00
"67834",2.604,0.164,237.02,11,0,0,17,2007-02-01 19:57:00
"67835",2.97,0.196,236.07,13,0,0,18,2007-02-01 19:58:00
"67836",2.828,0.154,236.96,12.2,0,0,17,2007-02-01 19:59:00
"67837",2.38,0.086,238.13,10,0,0,17,2007-02-01 20:00:00
"67838",2.358,0.08,237.53,9.8,0,0,17,2007-02-01 20:01:00
"67839",2.362,0.082,237.75,9.8,0,0,18,2007-02-01 20:02:00
"67840",2.462,0.196,237.26,10.4,0,0,17,2007-02-01 20:03:00
"67841",2.454,0.206,237.05,10.4,0,0,17,2007-02-01 20:04:00
"67842",2.454,0.206,237.18,10.4,0,0,17,2007-02-01 20:05:00
"67843",2.448,0.206,237.03,10.2,0,0,18,2007-02-01 20:06:00
"67844",2.412,0.146,237.34,10.2,0,0,17,2007-02-01 20:07:00
"67845",2.398,0.106,237.33,10,0,0,17,2007-02-01 20:08:00
"67846",2.358,0.102,235.75,10,0,0,17,2007-02-01 20:09:00
"67847",2.352,0.1,235.5,10,0,0,17,2007-02-01 20:10:00
"67848",2.424,0.102,235.86,10.2,0,0,17,2007-02-01 20:11:00
"67849",2.612,0.098,235.48,11,0,0,17,2007-02-01 20:12:00
"67850",2.78,0.094,235.47,11.8,0,0,17,2007-02-01 20:13:00
"67851",2.784,0.094,235.28,11.8,0,0,17,2007-02-01 20:14:00
"67852",2.888,0.094,235.79,12.2,0,0,17,2007-02-01 20:15:00
"67853",3.216,0.092,236.18,13.6,0,0,18,2007-02-01 20:16:00
"67854",3.094,0.094,236.57,13,0,0,17,2007-02-01 20:17:00
"67855",2.984,0.094,235.43,12.6,0,0,17,2007-02-01 20:18:00
"67856",2.824,0,235.55,12,0,0,17,2007-02-01 20:19:00
"67857",2.74,0,235.96,11.6,0,0,17,2007-02-01 20:20:00
"67858",2.344,0,236.47,9.8,0,0,17,2007-02-01 20:21:00
"67859",2.354,0,236.6,9.8,0,0,17,2007-02-01 20:22:00
"67860",2.43,0.094,235.84,10.2,0,0,17,2007-02-01 20:23:00
"67861",2.422,0.118,235.53,10.2,0,1,17,2007-02-01 20:24:00
"67862",2.418,0.116,235.33,10.2,0,1,17,2007-02-01 20:25:00
"67863",2.412,0.116,235.06,10.2,0,2,17,2007-02-01 20:26:00
"67864",2.392,0.112,233.69,10.2,0,1,17,2007-02-01 20:27:00
"67865",2.396,0.112,234.08,10.2,0,2,17,2007-02-01 20:28:00
"67866",2.36,0.116,234.73,10,0,1,17,2007-02-01 20:29:00
"67867",2.358,0.118,235.35,10,0,1,17,2007-02-01 20:30:00
"67868",2.184,0.18,235.57,9.2,0,2,17,2007-02-01 20:31:00
"67869",1.964,0.21,236.89,8.2,0,1,17,2007-02-01 20:32:00
"67870",1.818,0.206,237.18,7.6,0,2,17,2007-02-01 20:33:00
"67871",1.702,0.198,237.38,7.2,0,1,17,2007-02-01 20:34:00
"67872",1.702,0.198,237.52,7.2,0,1,18,2007-02-01 20:35:00
"67873",1.702,0.2,237.76,7.2,0,2,17,2007-02-01 20:36:00
"67874",1.706,0.202,238.38,7.2,0,1,17,2007-02-01 20:37:00
"67875",1.696,0.2,237.79,7.2,0,1,18,2007-02-01 20:38:00
"67876",1.698,0.2,238.07,7.2,0,1,17,2007-02-01 20:39:00
"67877",1.704,0.202,238.66,7.2,0,2,18,2007-02-01 20:40:00
"67878",1.698,0.2,238.23,7,0,1,17,2007-02-01 20:41:00
"67879",1.81,0.322,238.35,7.6,0,1,17,2007-02-01 20:42:00
"67880",1.818,0.338,239.53,7.6,0,1,18,2007-02-01 20:43:00
"67881",1.824,0.344,240.24,7.6,0,2,18,2007-02-01 20:44:00
"67882",1.812,0.338,239.47,7.6,0,1,17,2007-02-01 20:45:00
"67883",1.724,0.332,238.39,7.2,0,1,18,2007-02-01 20:46:00
"67884",1.624,0.246,238.47,6.8,0,1,17,2007-02-01 20:47:00
"67885",1.622,0.238,239.13,6.8,0,1,18,2007-02-01 20:48:00
"67886",1.618,0.236,238.87,6.8,0,2,17,2007-02-01 20:49:00
"67887",1.604,0.23,237.87,6.8,0,1,17,2007-02-01 20:50:00
"67888",1.618,0.236,239.11,6.8,0,1,18,2007-02-01 20:51:00
"67889",1.616,0.236,239.03,6.8,0,1,17,2007-02-01 20:52:00
"67890",1.612,0.234,238.76,6.8,0,1,18,2007-02-01 20:53:00
"67891",1.612,0.236,238.78,6.8,0,2,17,2007-02-01 20:54:00
"67892",1.606,0.232,238.35,6.8,0,1,18,2007-02-01 20:55:00
"67893",1.572,0.176,238.2,6.6,0,0,17,2007-02-01 20:56:00
"67894",1.53,0.112,237.73,6.4,0,0,18,2007-02-01 20:57:00
"67895",1.458,0,238,6,0,0,17,2007-02-01 20:58:00
"67896",1.444,0,238.18,6,0,0,17,2007-02-01 20:59:00
"67897",1.436,0,237.56,6,0,0,18,2007-02-01 21:00:00
"67898",1.44,0,237.31,6,0,0,17,2007-02-01 21:01:00
"67899",1.448,0,237.9,6,0,0,17,2007-02-01 21:02:00
"67900",1.456,0,238.62,6,0,0,18,2007-02-01 21:03:00
"67901",1.458,0,239.44,6,0,0,17,2007-02-01 21:04:00
"67902",1.448,0,238.62,6,0,0,18,2007-02-01 21:05:00
"67903",1.454,0,239.08,6,0,0,17,2007-02-01 21:06:00
"67904",1.454,0,239.04,6,0,0,18,2007-02-01 21:07:00
"67905",1.454,0,239.09,6,0,0,17,2007-02-01 21:08:00
"67906",1.46,0,239.54,6,0,0,18,2007-02-01 21:09:00
"67907",1.462,0,239.88,6,0,0,17,2007-02-01 21:10:00
"67908",1.46,0,239.64,6,0,0,18,2007-02-01 21:11:00
"67909",1.454,0,239.13,6,0,0,18,2007-02-01 21:12:00
"67910",1.44,0,237.88,6,0,0,17,2007-02-01 21:13:00
"67911",1.446,0,238.43,6,0,0,17,2007-02-01 21:14:00
"67912",1.526,0.07,238.45,6.4,0,0,18,2007-02-01 21:15:00
"67913",1.526,0.086,238.35,6.4,0,0,17,2007-02-01 21:16:00
"67914",1.536,0.088,239.14,6.4,0,0,18,2007-02-01 21:17:00
"67915",1.534,0.088,238.84,6.4,0,0,17,2007-02-01 21:18:00
"67916",1.532,0.088,238.83,6.4,0,0,18,2007-02-01 21:19:00
"67917",1.512,0.082,237.45,6.4,0,0,17,2007-02-01 21:20:00
"67918",1.58,0.148,237.78,6.6,0,0,17,2007-02-01 21:21:00
"67919",1.62,0.21,237.55,6.8,0,0,18,2007-02-01 21:22:00
"67920",1.624,0.214,238.42,6.8,0,0,17,2007-02-01 21:23:00
"67921",1.636,0.22,239.44,6.8,0,0,18,2007-02-01 21:24:00
"67922",1.626,0.216,238.84,6.8,0,0,17,2007-02-01 21:25:00
"67923",1.62,0.216,238.52,6.8,0,0,18,2007-02-01 21:26:00
"67924",1.616,0.214,238.38,6.8,0,0,17,2007-02-01 21:27:00
"67925",1.58,0.162,238.5,6.6,0,0,17,2007-02-01 21:28:00
"67926",1.666,0.114,238.79,7,0,0,18,2007-02-01 21:29:00
"67927",1.69,0.118,239.76,7,0,0,17,2007-02-01 21:30:00
"67928",1.678,0.12,240.02,7,0,0,18,2007-02-01 21:31:00
"67929",1.578,0.122,239.82,6.6,0,0,18,2007-02-01 21:32:00
"67930",1.494,0.122,239.62,6.2,0,0,17,2007-02-01 21:33:00
"67931",1.494,0.122,239.67,6.2,0,0,18,2007-02-01 21:34:00
"67932",1.49,0.122,239.79,6.2,0,0,18,2007-02-01 21:35:00
"67933",1.486,0.122,239.59,6.2,0,0,17,2007-02-01 21:36:00
"67934",1.422,0,239.59,5.8,0,0,18,2007-02-01 21:37:00
"67935",1.392,0,239.39,5.8,0,0,17,2007-02-01 21:38:00
"67936",1.384,0,238.79,5.8,0,0,18,2007-02-01 21:39:00
"67937",1.386,0,239,5.8,0,0,17,2007-02-01 21:40:00
"67938",1.384,0,238.68,5.8,0,0,18,2007-02-01 21:41:00
"67939",1.388,0,239.02,5.8,0,0,17,2007-02-01 21:42:00
"67940",1.4,0,239.46,5.8,0,0,18,2007-02-01 21:43:00
"67941",1.396,0,239.13,5.8,0,0,17,2007-02-01 21:44:00
"67942",1.496,0,238.62,6.2,0,0,18,2007-02-01 21:45:00
"67943",1.542,0,239.13,6.4,0,0,17,2007-02-01 21:46:00
"67944",1.46,0,239,6,0,0,18,2007-02-01 21:47:00
"67945",1.562,0,238.13,6.6,0,0,17,2007-02-01 21:48:00
"67946",2.484,0,238.04,10.4,0,0,18,2007-02-01 21:49:00
"67947",1.87,0,239.1,7.8,0,0,17,2007-02-01 21:50:00
"67948",1.716,0,239.07,7,0,0,18,2007-02-01 21:51:00
"67949",1.712,0,238.79,7,0,0,17,2007-02-01 21:52:00
"67950",1.71,0,238.66,7,0,0,18,2007-02-01 21:53:00
"67951",1.702,0,238.14,7,0,0,17,2007-02-01 21:54:00
"67952",1.706,0,238.4,7,0,0,17,2007-02-01 21:55:00
"67953",1.712,0,238.76,7,0,0,18,2007-02-01 21:56:00
"67954",1.728,0,239.86,7.2,0,0,17,2007-02-01 21:57:00
"67955",1.738,0.08,239.58,7.2,0,0,18,2007-02-01 21:58:00
"67956",1.542,0.092,239.71,6.4,0,0,18,2007-02-01 21:59:00
"67957",1.542,0.092,239.63,6.4,0,0,17,2007-02-01 22:00:00
"67958",1.648,0.208,239.36,6.8,0,0,18,2007-02-01 22:01:00
"67959",1.658,0.23,240.9,6.8,0,0,18,2007-02-01 22:02:00
"67960",1.658,0.234,241.44,6.8,0,0,17,2007-02-01 22:03:00
"67961",1.65,0.23,240.99,6.8,0,0,18,2007-02-01 22:04:00
"67962",1.638,0.226,240.27,6.8,0,0,18,2007-02-01 22:05:00
"67963",1.622,0.22,239.11,6.8,0,0,17,2007-02-01 22:06:00
"67964",1.618,0.218,239.07,6.8,0,0,18,2007-02-01 22:07:00
"67965",1.622,0.22,239.37,6.8,0,0,18,2007-02-01 22:08:00
"67966",1.582,0.224,239.86,6.6,0,0,17,2007-02-01 22:09:00
"67967",1.53,0.228,240.69,6.4,0,0,18,2007-02-01 22:10:00
"67968",1.496,0.18,241.04,6.2,0,0,18,2007-02-01 22:11:00
"67969",1.462,0.126,240.78,6,0,0,17,2007-02-01 22:12:00
"67970",1.472,0.126,240.49,6,0,0,18,2007-02-01 22:13:00
"67971",1.504,0.122,239.91,6.2,0,0,18,2007-02-01 22:14:00
"67972",1.452,0.124,240.18,6,0,0,17,2007-02-01 22:15:00
"67973",1.446,0.118,240,6,0,0,18,2007-02-01 22:16:00
"67974",1.356,0,239.79,5.6,0,0,18,2007-02-01 22:17:00
"67975",1.364,0,240.54,5.6,0,0,17,2007-02-01 22:18:00
"67976",1.36,0,240.27,5.6,0,0,18,2007-02-01 22:19:00
"67977",1.362,0,240.37,5.6,0,0,18,2007-02-01 22:20:00
"67978",1.36,0,240.3,5.6,0,0,18,2007-02-01 22:21:00
"67979",1.372,0,241.35,5.6,0,0,17,2007-02-01 22:22:00
"67980",1.392,0,243.03,5.6,0,0,18,2007-02-01 22:23:00
"67981",1.392,0,243.17,5.6,0,0,19,2007-02-01 22:24:00
"67982",1.4,0,243.82,5.6,0,0,18,2007-02-01 22:25:00
"67983",1.404,0,244.23,5.6,0,0,18,2007-02-01 22:26:00
"67984",1.406,0,244.34,5.6,0,0,18,2007-02-01 22:27:00
"67985",1.466,0,244.43,6,0,0,19,2007-02-01 22:28:00
"67986",1.452,0,244.47,5.8,0,0,18,2007-02-01 22:29:00
"67987",1.402,0,244.04,5.6,0,0,18,2007-02-01 22:30:00
"67988",1.39,0,242.97,5.6,0,0,18,2007-02-01 22:31:00
"67989",1.396,0,243.46,5.6,0,0,18,2007-02-01 22:32:00
"67990",1.4,0,243.81,5.6,0,0,19,2007-02-01 22:33:00
"67991",1.4,0,243.75,5.6,0,0,18,2007-02-01 22:34:00
"67992",1.396,0,243.46,5.6,0,0,18,2007-02-01 22:35:00
"67993",1.396,0,243.5,5.6,0,0,18,2007-02-01 22:36:00
"67994",1.398,0,243.6,5.6,0,0,18,2007-02-01 22:37:00
"67995",1.422,0,243.71,5.8,0,0,18,2007-02-01 22:38:00
"67996",1.48,0.126,243.39,6,0,1,19,2007-02-01 22:39:00
"67997",1.494,0.136,243.09,6.2,0,1,18,2007-02-01 22:40:00
"67998",1.608,0.276,242.89,6.6,0,1,18,2007-02-01 22:41:00
"67999",1.662,0.37,243.24,7,0,2,18,2007-02-01 22:42:00
"68000",1.666,0.374,243.83,7,0,1,18,2007-02-01 22:43:00
"68001",1.668,0.376,244.09,7,0,2,18,2007-02-01 22:44:00
"68002",1.7,0.374,244.13,7,0,1,19,2007-02-01 22:45:00
"68003",1.66,0.374,243.88,6.8,0,2,18,2007-02-01 22:46:00
"68004",1.656,0.372,243.65,6.8,0,1,18,2007-02-01 22:47:00
"68005",1.628,0.366,243.26,6.8,0,1,18,2007-02-01 22:48:00
"68006",1.566,0.35,243.49,6.6,0,2,18,2007-02-01 22:49:00
"68007",1.558,0.348,243.03,6.4,0,1,18,2007-02-01 22:50:00
"68008",1.558,0.348,243.26,6.4,0,2,18,2007-02-01 22:51:00
"68009",1.554,0.348,243.06,6.4,0,1,18,2007-02-01 22:52:00
"68010",1.552,0.346,243,6.4,0,1,19,2007-02-01 22:53:00
"68011",1.528,0.312,243.15,6.4,0,2,18,2007-02-01 22:54:00
"68012",1.484,0.244,243.35,6.2,0,1,18,2007-02-01 22:55:00
"68013",1.458,0.204,243.5,6,0,1,18,2007-02-01 22:56:00
"68014",1.398,0.108,244.09,5.6,0,1,18,2007-02-01 22:57:00
"68015",1.4,0.11,244.42,5.6,0,2,18,2007-02-01 22:58:00
"68016",1.396,0.108,243.97,5.6,0,1,19,2007-02-01 22:59:00
"68017",1.392,0.108,243.76,5.6,0,1,18,2007-02-01 23:00:00
"68018",1.396,0.112,244.14,5.6,0,1,18,2007-02-01 23:01:00
"68019",1.382,0.106,242.93,5.6,0,2,18,2007-02-01 23:02:00
"68020",1.382,0.106,242.88,5.6,0,1,18,2007-02-01 23:03:00
"68021",1.384,0.106,243.05,5.6,0,1,18,2007-02-01 23:04:00
"68022",1.386,0.106,243.4,5.6,0,1,18,2007-02-01 23:05:00
"68023",1.392,0.11,243.92,5.6,0,1,19,2007-02-01 23:06:00
"68024",1.4,0.114,244.74,5.6,0,2,18,2007-02-01 23:07:00
"68025",1.406,0.116,245.23,5.6,0,1,18,2007-02-01 23:08:00
"68026",1.412,0.118,245.73,5.6,0,1,19,2007-02-01 23:09:00
"68027",1.376,0.06,245.36,5.6,0,1,18,2007-02-01 23:10:00
"68028",1.338,0,245.51,5.4,0,0,19,2007-02-01 23:11:00
"68029",1.336,0,245.29,5.4,0,0,18,2007-02-01 23:12:00
"68030",1.332,0,244.99,5.4,0,0,18,2007-02-01 23:13:00
"68031",1.328,0,244.54,5.4,0,0,19,2007-02-01 23:14:00
"68032",1.326,0,244.34,5.4,0,0,18,2007-02-01 23:15:00
"68033",1.324,0,244.17,5.4,0,0,18,2007-02-01 23:16:00
"68034",1.328,0,244.47,5.4,0,0,19,2007-02-01 23:17:00
"68035",1.328,0,244.51,5.4,0,0,18,2007-02-01 23:18:00
"68036",1.31,0,242.96,5.4,0,0,18,2007-02-01 23:19:00
"68037",1.312,0,243.08,5.4,0,0,18,2007-02-01 23:20:00
"68038",1.42,0.108,242.37,5.8,0,0,18,2007-02-01 23:21:00
"68039",1.408,0.112,241.93,5.8,0,0,18,2007-02-01 23:22:00
"68040",1.408,0.114,242.29,5.8,0,0,18,2007-02-01 23:23:00
"68041",1.404,0.112,242.07,5.8,0,0,18,2007-02-01 23:24:00
"68042",1.454,0.164,241.61,6,0,0,18,2007-02-01 23:25:00
"68043",1.47,0.212,241.47,6,0,0,18,2007-02-01 23:26:00
"68044",1.47,0.212,241.44,6,0,0,17,2007-02-01 23:27:00
"68045",1.472,0.214,241.77,6,0,0,18,2007-02-01 23:28:00
"68046",1.468,0.214,241.55,6,0,0,18,2007-02-01 23:29:00
"68047",1.472,0.218,242.25,6,0,0,18,2007-02-01 23:30:00
"68048",1.464,0.214,241.55,6,0,0,18,2007-02-01 23:31:00
"68049",1.46,0.214,241.51,6,0,0,18,2007-02-01 23:32:00
"68050",1.456,0.212,241.19,6,0,0,18,2007-02-01 23:33:00
"68051",1.456,0.214,241.38,6,0,0,18,2007-02-01 23:34:00
"68052",1.456,0.214,241.42,6,0,0,17,2007-02-01 23:35:00
"68053",1.41,0.152,241.13,5.8,0,0,18,2007-02-01 23:36:00
"68054",1.344,0,241.96,5.4,0,0,18,2007-02-01 23:37:00
"68055",1.304,0,242.2,5.4,0,0,18,2007-02-01 23:38:00
"68056",1.31,0,242.87,5.4,0,0,18,2007-02-01 23:39:00
"68057",1.316,0,243.35,5.4,0,0,18,2007-02-01 23:40:00
"68058",1.31,0,242.87,5.4,0,0,18,2007-02-01 23:41:00
"68059",1.312,0,243.03,5.4,0,0,18,2007-02-01 23:42:00
"68060",1.314,0,243.19,5.4,0,0,19,2007-02-01 23:43:00
"68061",1.35,0,243.25,5.4,0,0,18,2007-02-01 23:44:00
"68062",1.494,0,242.58,6,0,0,18,2007-02-01 23:45:00
"68063",1.388,0,242.46,5.6,0,0,18,2007-02-01 23:46:00
"68064",1.442,0,242.35,5.8,0,0,18,2007-02-01 23:47:00
"68065",1.48,0,242.33,6,0,0,18,2007-02-01 23:48:00
"68066",1.422,0,242.58,5.8,0,0,18,2007-02-01 23:49:00
"68067",1.314,0,242.81,5.4,0,0,18,2007-02-01 23:50:00
"68068",1.318,0,243.27,5.4,0,0,18,2007-02-01 23:51:00
"68069",1.328,0,244.07,5.4,0,0,18,2007-02-01 23:52:00
"68070",1.326,0,243.92,5.4,0,0,18,2007-02-01 23:53:00
"68071",1.326,0,243.97,5.4,0,0,18,2007-02-01 23:54:00
"68072",1.318,0,243.2,5.4,0,0,18,2007-02-01 23:55:00
"68073",1.316,0,243.04,5.4,0,0,19,2007-02-01 23:56:00
"68074",1.316,0,243.07,5.4,0,0,18,2007-02-01 23:57:00
"68075",1.32,0,243.26,5.4,0,0,18,2007-02-01 23:58:00
"68076",1.32,0,243.28,5.4,0,0,18,2007-02-01 23:59:00
"68077",1.314,0,242.77,5.4,0,0,18,2007-02-02 00:00:00
"68078",1.41,0.088,242.54,5.8,0,0,18,2007-02-02 00:01:00
"68079",1.416,0.114,242.22,5.8,0,0,18,2007-02-02 00:02:00
"68080",1.412,0.114,242.16,5.8,0,0,18,2007-02-02 00:03:00
"68081",1.41,0.114,242.06,5.8,0,0,18,2007-02-02 00:04:00
"68082",1.4,0.11,241.39,5.8,0,0,18,2007-02-02 00:05:00
"68083",1.412,0.116,242.54,5.8,0,0,18,2007-02-02 00:06:00
"68084",1.418,0.12,243.34,5.8,0,0,18,2007-02-02 00:07:00
"68085",1.418,0.12,243.4,5.8,0,0,18,2007-02-02 00:08:00
"68086",1.48,0.186,243.17,6,0,0,18,2007-02-02 00:09:00
"68087",1.484,0.222,242.71,6.2,0,0,18,2007-02-02 00:10:00
"68088",1.484,0.222,242.74,6.2,0,0,18,2007-02-02 00:11:00
"68089",1.482,0.22,242.71,6,0,0,18,2007-02-02 00:12:00
"68090",1.484,0.222,243.07,6.2,0,0,18,2007-02-02 00:13:00
"68091",1.484,0.222,243.08,6,0,0,18,2007-02-02 00:14:00
"68092",1.48,0.222,243.02,6,0,0,18,2007-02-02 00:15:00
"68093",1.43,0.154,242.8,5.8,0,0,18,2007-02-02 00:16:00
"68094",1.378,0.084,242.43,5.6,0,0,18,2007-02-02 00:17:00
"68095",1.38,0.084,242.77,5.6,0,0,18,2007-02-02 00:18:00
"68096",1.38,0.084,242.75,5.6,0,0,18,2007-02-02 00:19:00
"68097",1.37,0.076,242.36,5.6,0,0,18,2007-02-02 00:20:00
"68098",1.308,0,242.49,5.4,0,0,18,2007-02-02 00:21:00
"68099",1.308,0,242.47,5.4,0,0,18,2007-02-02 00:22:00
"68100",1.308,0,242.37,5.4,0,0,18,2007-02-02 00:23:00
"68101",1.302,0,241.93,5.4,0,0,18,2007-02-02 00:24:00
"68102",1.168,0,242.11,5,0,0,17,2007-02-02 00:25:00
"68103",0.228,0,243.67,1,0,0,0,2007-02-02 00:26:00
"68104",0.228,0,243.96,1,0,0,0,2007-02-02 00:27:00
"68105",0.23,0,244.93,1,0,0,0,2007-02-02 00:28:00
"68106",0.23,0,244.9,1,0,0,0,2007-02-02 00:29:00
"68107",0.228,0,244.56,1,0,0,0,2007-02-02 00:30:00
"68108",0.228,0,244.16,1,0,0,0,2007-02-02 00:31:00
"68109",0.228,0,243.81,1,0,0,0,2007-02-02 00:32:00
"68110",0.228,0,244.16,1,0,0,0,2007-02-02 00:33:00
"68111",0.23,0,244.78,1,0,0,0,2007-02-02 00:34:00
"68112",0.23,0,244.71,1,0,0,0,2007-02-02 00:35:00
"68113",0.228,0,244.46,1,0,0,0,2007-02-02 00:36:00
"68114",0.226,0,243.65,1,0,0,0,2007-02-02 00:37:00
"68115",0.226,0,243.13,1,0,0,0,2007-02-02 00:38:00
